source,interaction,target
UBB_UBE2V2,1,RNF4
RPS27A_UBE2L6,1,RNF4
UBB_UBE2G1,1,RNF4
UBA52_UBE2E2,1,RNF4
UBA52_UBE2U,1,RNF4
RPS27A_UBE2Q1,1,RNF4
UBA52_UBE2L3,1,RNF4
UBB_UBE2R2,1,RNF4
UBE2D3_UBE2I,1,RNF4
RPS27A_UBE2D2,1,RNF4
UBE2B_UBE2I,1,RNF4
RPS27A_UBE2U,1,RNF4
UBA52_UBE2A,1,RNF4
UBA52_UBE2J1,1,RNF4
UBA52_UBE2J2,1,RNF4
UBB_UBE2J2,1,RNF4
UBE2I,1,RNF4
UBA52_UBE2E3,1,RNF4
UBB_UBE2NL,1,RNF4
RPS27A_UBE2D3,1,RNF4
RPS27A_UBE2S,1,RNF4
UBB_UBE2J1,1,RNF4
UBA52_UBE2H,1,RNF4
UBE2I_UBE2M,1,RNF4
UBE2I_UBE2U,1,RNF4
UBE2I_UBE2S,1,RNF4
UBE2D4_UBE2I,1,RNF4
UBB_UBE2L3,1,RNF4
UBB_UBE2W,1,RNF4
UBB_UBE2U,1,RNF4
UBA52_UBE2S,1,RNF4
UBB_UBE2E3,1,RNF4
RPS27A_UBE2A,1,RNF4
UBB_UBE2E2,1,RNF4
UBA52_UBE2R2,1,RNF4
UBB_UBE2D4,1,RNF4
RPS27A_UBE2D1,1,RNF4
UBB_UBE2Q2,1,RNF4
UBA52_UBE2L5,1,RNF4
UBE2E1_UBE2I,1,RNF4
UBA52_UBE2K,1,RNF4
UBA52_UBE2D2,1,RNF4
UBB_UBE2D2,1,RNF4
UBE2I_UBE2L5,1,RNF4
RPS27A_UBE2L5,1,RNF4
UBB_UBE2I,1,RNF4
RPS27A_UBE2M,1,RNF4
UBE2I_UBE2Q1,1,RNF4
UBE2I_UBE2N,1,RNF4
RPS27A_UBE2C,1,RNF4
UBE2I_UBE2K,1,RNF4
UBB_UBE2T,1,RNF4
UBA52_UBE2NL,1,RNF4
RPS27A_UBE2Z,1,RNF4
UBE2C_UBE2I,1,RNF4
UBB_UBE2G2,1,RNF4
RPS27A_UBE2E2,1,RNF4
UBB_UBE2L5,1,RNF4
UBA52_UBE2T,1,RNF4
RPS27A_UBE2N,1,RNF4
UBE2I_UBE2V1,1,RNF4
BIRC6_UBB,1,RNF4
UBA52_UBE2E1,1,RNF4
RPS27A_UBE2K,1,RNF4
RPS27A_UBE2G2,1,RNF4
UBA52_UBE2D4,1,RNF4
BIRC6_UBE2I,1,RNF4
UBE2D2_UBE2I,1,RNF4
UBE2I_UBE2R2,1,RNF4
RPS27A_UBE2T,1,RNF4
UBB_UBE2N,1,RNF4
UBE2H_UBE2I,1,RNF4
RPS27A_UBE2J1,1,RNF4
RPS27A_UBE2J2,1,RNF4
UBA52_UBE2Q2,1,RNF4
UBE2I_UBE2L6,1,RNF4
UBB_UBE2K,1,RNF4
UBA52_UBE2G2,1,RNF4
RPS27A_UBE2NL,1,RNF4
UBE2I_UBE2J1,1,RNF4
RPS27A_UBE2Q2,1,RNF4
RPS27A_UBE2W,1,RNF4
RPS27A_UBE2E1,1,RNF4
UBB_UBE2Q1,1,RNF4
UBB_UBE2S,1,RNF4
RPS27A_UBE2R2,1,RNF4
UBE2D1_UBE2I,1,RNF4
UBA52_UBE2G1,1,RNF4
RPS27A_UBE2H,1,RNF4
RPS27A_UBE2B,1,RNF4
UBB_UBE2L6,1,RNF4
UBE2I_UBE2V2,1,RNF4
UBB_UBE2D3,1,RNF4
UBB_UBE2V1,1,RNF4
UBA52_UBE2W,1,RNF4
UBB_UBE2B,1,RNF4
UBA52_UBE2V1,1,RNF4
UBB_UBE2Z,1,RNF4
UBB_UBE2E1,1,RNF4
UBA52_UBE2C,1,RNF4
BIRC6_RPS27A,1,RNF4
UBB_UBE2A,1,RNF4
UBE2I_UBE2NL,1,RNF4
UBB_UBE2C,1,RNF4
UBE2E3_UBE2I,1,RNF4
RPS27A_UBE2G1,1,RNF4
RPS27A_UBE2I,1,RNF4
UBA52_UBE2I,1,RNF4
UBE2G2_UBE2I,1,RNF4
UBA52_UBE2D1,1,RNF4
UBE2A_UBE2I,1,RNF4
RPS27A_UBE2D4,1,RNF4
UBB_UBE2H,1,RNF4
RIMBP3,-1,RIMS3
UBA6_UBB,1,UBE2D3
RPS27A_UBA6,1,UBE2D3
UBA6_UBE2I,1,UBE2D3
UBA52_UBA6,1,UBE2D3
SMAD3_SMAD4,-1,CEBPB
MAPK14,1,KRT8
TLX3,-1,ETS1
WNK3,1,SLC12A3
TBL1XR1,-1,BCL3
FZD5,1,DVL3
MYCBP2,1,RAN
UBE2G1_UBE2I,1,SIAH3
UBE2I_UBE2W,1,SIAH3
RPS27A_UBE2V1,1,SIAH3
UBE2E2_UBE2I,1,SIAH3
UBA52_UBE2M,1,SIAH3
UBE2I_UBE2Q2,1,SIAH3
UBA52_UBE2L6,1,SIAH3
UBE2I_UBE2J2,1,SIAH3
UBA52_UBE2N,1,SIAH3
UBB_UBE2D1,1,SIAH3
UBA52_UBE2Z,1,SIAH3
RPS27A_UBE2E3,1,SIAH3
UBE2I_UBE2Z,1,SIAH3
UBE2I_UBE2L3,1,SIAH3
UBA52_UBE2B,1,SIAH3
UBA52_UBE2Q1,1,SIAH3
UBE2I_UBE2T,1,SIAH3
BIRC6_UBA52,1,SIAH3
RPS27A_UBE2V2,1,SIAH3
RPS27A_UBE2L3,1,SIAH3
UBA52_UBE2D3,1,SIAH3
UBB_UBE2M,1,SIAH3
UBA52_UBE2V2,1,SIAH3
UBB_UBE2V2,1,SIAH3
RPS27A_UBE2L6,1,SIAH3
UBB_UBE2G1,1,SIAH3
UBA52_UBE2E2,1,SIAH3
UBA52_UBE2U,1,SIAH3
RPS27A_UBE2Q1,1,SIAH3
UBA52_UBE2L3,1,SIAH3
UBB_UBE2R2,1,SIAH3
UBE2D3_UBE2I,1,SIAH3
RPS27A_UBE2D2,1,SIAH3
UBE2B_UBE2I,1,SIAH3
RPS27A_UBE2U,1,SIAH3
UBA52_UBE2A,1,SIAH3
UBA52_UBE2J1,1,SIAH3
UBA52_UBE2J2,1,SIAH3
UBB_UBE2J2,1,SIAH3
UBE2I,1,SIAH3
UBA52_UBE2E3,1,SIAH3
UBB_UBE2NL,1,SIAH3
RPS27A_UBE2D3,1,SIAH3
RPS27A_UBE2S,1,SIAH3
UBB_UBE2J1,1,SIAH3
UBA52_UBE2H,1,SIAH3
UBE2I_UBE2M,1,SIAH3
UBE2I_UBE2U,1,SIAH3
UBE2I_UBE2S,1,SIAH3
UBE2D4_UBE2I,1,SIAH3
UBB_UBE2L3,1,SIAH3
UBB_UBE2W,1,SIAH3
UBB_UBE2U,1,SIAH3
UBA52_UBE2S,1,SIAH3
UBB_UBE2E3,1,SIAH3
RPS27A_UBE2A,1,SIAH3
UBB_UBE2E2,1,SIAH3
UBA52_UBE2R2,1,SIAH3
UBB_UBE2D4,1,SIAH3
RPS27A_UBE2D1,1,SIAH3
UBB_UBE2Q2,1,SIAH3
UBA52_UBE2L5,1,SIAH3
UBE2E1_UBE2I,1,SIAH3
UBA52_UBE2K,1,SIAH3
UBA52_UBE2D2,1,SIAH3
UBB_UBE2D2,1,SIAH3
UBE2I_UBE2L5,1,SIAH3
RPS27A_UBE2L5,1,SIAH3
UBB_UBE2I,1,SIAH3
RPS27A_UBE2M,1,SIAH3
UBE2I_UBE2Q1,1,SIAH3
UBE2I_UBE2N,1,SIAH3
RPS27A_UBE2C,1,SIAH3
UBE2I_UBE2K,1,SIAH3
UBB_UBE2T,1,SIAH3
UBA52_UBE2NL,1,SIAH3
RPS27A_UBE2Z,1,SIAH3
UBE2C_UBE2I,1,SIAH3
UBB_UBE2G2,1,SIAH3
RPS27A_UBE2E2,1,SIAH3
UBB_UBE2L5,1,SIAH3
UBA52_UBE2T,1,SIAH3
RPS27A_UBE2N,1,SIAH3
UBE2I_UBE2V1,1,SIAH3
BIRC6_UBB,1,SIAH3
UBA52_UBE2E1,1,SIAH3
RPS27A_UBE2K,1,SIAH3
RPS27A_UBE2G2,1,SIAH3
UBA52_UBE2D4,1,SIAH3
BIRC6_UBE2I,1,SIAH3
UBE2D2_UBE2I,1,SIAH3
UBE2I_UBE2R2,1,SIAH3
RPS27A_UBE2T,1,SIAH3
UBB_UBE2N,1,SIAH3
UBE2H_UBE2I,1,SIAH3
RPS27A_UBE2J1,1,SIAH3
RPS27A_UBE2J2,1,SIAH3
UBA52_UBE2Q2,1,SIAH3
UBE2I_UBE2L6,1,SIAH3
UBB_UBE2K,1,SIAH3
UBA52_UBE2G2,1,SIAH3
RPS27A_UBE2NL,1,SIAH3
UBE2I_UBE2J1,1,SIAH3
RPS27A_UBE2Q2,1,SIAH3
RPS27A_UBE2W,1,SIAH3
RPS27A_UBE2E1,1,SIAH3
UBB_UBE2Q1,1,SIAH3
UBB_UBE2S,1,SIAH3
RPS27A_UBE2R2,1,SIAH3
UBE2D1_UBE2I,1,SIAH3
UBA52_UBE2G1,1,SIAH3
RPS27A_UBE2H,1,SIAH3
RPS27A_UBE2B,1,SIAH3
UBB_UBE2L6,1,SIAH3
UBE2I_UBE2V2,1,SIAH3
UBB_UBE2D3,1,SIAH3
UBB_UBE2V1,1,SIAH3
UBA52_UBE2W,1,SIAH3
UBB_UBE2B,1,SIAH3
UBA52_UBE2V1,1,SIAH3
UBB_UBE2Z,1,SIAH3
UBB_UBE2E1,1,SIAH3
UBA52_UBE2C,1,SIAH3
BIRC6_RPS27A,1,SIAH3
UBB_UBE2A,1,SIAH3
UBE2I_UBE2NL,1,SIAH3
UBB_UBE2C,1,SIAH3
UBE2E3_UBE2I,1,SIAH3
RPS27A_UBE2G1,1,SIAH3
RPS27A_UBE2I,1,SIAH3
UBA52_UBE2I,1,SIAH3
UBE2G2_UBE2I,1,SIAH3
UBA52_UBE2D1,1,SIAH3
UBE2A_UBE2I,1,SIAH3
RPS27A_UBE2D4,1,SIAH3
UBB_UBE2H,1,SIAH3
UBE2G1_UBE2I,1,TRIM49D1
UBE2I_UBE2W,1,TRIM49D1
RPS27A_UBE2V1,1,TRIM49D1
UBE2E2_UBE2I,1,TRIM49D1
UBA52_UBE2M,1,TRIM49D1
UBE2I_UBE2Q2,1,TRIM49D1
UBA52_UBE2L6,1,TRIM49D1
UBE2I_UBE2J2,1,TRIM49D1
UBA52_UBE2N,1,TRIM49D1
UBB_UBE2D1,1,TRIM49D1
UBA52_UBE2Z,1,TRIM49D1
RPS27A_UBE2E3,1,TRIM49D1
UBE2I_UBE2Z,1,TRIM49D1
UBE2I_UBE2L3,1,TRIM49D1
UBA52_UBE2B,1,TRIM49D1
UBA52_UBE2Q1,1,TRIM49D1
UBE2I_UBE2T,1,TRIM49D1
BIRC6_UBA52,1,TRIM49D1
RPS27A_UBE2V2,1,TRIM49D1
RPS27A_UBE2L3,1,TRIM49D1
UBA52_UBE2D3,1,TRIM49D1
UBB_UBE2M,1,TRIM49D1
UBA52_UBE2V2,1,TRIM49D1
UBB_UBE2V2,1,TRIM49D1
RPS27A_UBE2L6,1,TRIM49D1
UBB_UBE2G1,1,TRIM49D1
UBA52_UBE2E2,1,TRIM49D1
UBA52_UBE2U,1,TRIM49D1
RPS27A_UBE2Q1,1,TRIM49D1
UBA52_UBE2L3,1,TRIM49D1
UBB_UBE2R2,1,TRIM49D1
UBE2D3_UBE2I,1,TRIM49D1
RPS27A_UBE2D2,1,TRIM49D1
UBE2B_UBE2I,1,TRIM49D1
RPS27A_UBE2U,1,TRIM49D1
UBA52_UBE2A,1,TRIM49D1
UBA52_UBE2J1,1,TRIM49D1
UBA52_UBE2J2,1,TRIM49D1
UBB_UBE2J2,1,TRIM49D1
UBE2I,1,TRIM49D1
UBA52_UBE2E3,1,TRIM49D1
UBB_UBE2NL,1,TRIM49D1
RPS27A_UBE2D3,1,TRIM49D1
RPS27A_UBE2S,1,TRIM49D1
UBB_UBE2J1,1,TRIM49D1
UBA52_UBE2H,1,TRIM49D1
UBE2I_UBE2M,1,TRIM49D1
UBE2I_UBE2U,1,TRIM49D1
UBE2I_UBE2S,1,TRIM49D1
UBE2D4_UBE2I,1,TRIM49D1
UBB_UBE2L3,1,TRIM49D1
UBB_UBE2W,1,TRIM49D1
UBB_UBE2U,1,TRIM49D1
UBA52_UBE2S,1,TRIM49D1
UBB_UBE2E3,1,TRIM49D1
RPS27A_UBE2A,1,TRIM49D1
UBB_UBE2E2,1,TRIM49D1
UBA52_UBE2R2,1,TRIM49D1
UBB_UBE2D4,1,TRIM49D1
RPS27A_UBE2D1,1,TRIM49D1
UBB_UBE2Q2,1,TRIM49D1
UBA52_UBE2L5,1,TRIM49D1
UBE2E1_UBE2I,1,TRIM49D1
UBA52_UBE2K,1,TRIM49D1
UBA52_UBE2D2,1,TRIM49D1
UBB_UBE2D2,1,TRIM49D1
UBE2I_UBE2L5,1,TRIM49D1
RPS27A_UBE2L5,1,TRIM49D1
UBB_UBE2I,1,TRIM49D1
RPS27A_UBE2M,1,TRIM49D1
UBE2I_UBE2Q1,1,TRIM49D1
UBE2I_UBE2N,1,TRIM49D1
RPS27A_UBE2C,1,TRIM49D1
UBE2I_UBE2K,1,TRIM49D1
UBB_UBE2T,1,TRIM49D1
UBA52_UBE2NL,1,TRIM49D1
RPS27A_UBE2Z,1,TRIM49D1
UBE2C_UBE2I,1,TRIM49D1
UBB_UBE2G2,1,TRIM49D1
RPS27A_UBE2E2,1,TRIM49D1
UBB_UBE2L5,1,TRIM49D1
UBA52_UBE2T,1,TRIM49D1
RPS27A_UBE2N,1,TRIM49D1
UBE2I_UBE2V1,1,TRIM49D1
BIRC6_UBB,1,TRIM49D1
UBA52_UBE2E1,1,TRIM49D1
RPS27A_UBE2K,1,TRIM49D1
RPS27A_UBE2G2,1,TRIM49D1
UBA52_UBE2D4,1,TRIM49D1
BIRC6_UBE2I,1,TRIM49D1
UBE2D2_UBE2I,1,TRIM49D1
UBE2I_UBE2R2,1,TRIM49D1
RPS27A_UBE2T,1,TRIM49D1
UBB_UBE2N,1,TRIM49D1
UBE2H_UBE2I,1,TRIM49D1
RPS27A_UBE2J1,1,TRIM49D1
RPS27A_UBE2J2,1,TRIM49D1
UBA52_UBE2Q2,1,TRIM49D1
UBE2I_UBE2L6,1,TRIM49D1
UBB_UBE2K,1,TRIM49D1
UBA52_UBE2G2,1,TRIM49D1
RPS27A_UBE2NL,1,TRIM49D1
UBE2I_UBE2J1,1,TRIM49D1
RPS27A_UBE2Q2,1,TRIM49D1
RPS27A_UBE2W,1,TRIM49D1
RPS27A_UBE2E1,1,TRIM49D1
UBB_UBE2Q1,1,TRIM49D1
UBB_UBE2S,1,TRIM49D1
RPS27A_UBE2R2,1,TRIM49D1
UBE2D1_UBE2I,1,TRIM49D1
UBA52_UBE2G1,1,TRIM49D1
RPS27A_UBE2H,1,TRIM49D1
RPS27A_UBE2B,1,TRIM49D1
UBB_UBE2L6,1,TRIM49D1
UBE2I_UBE2V2,1,TRIM49D1
UBB_UBE2D3,1,TRIM49D1
UBB_UBE2V1,1,TRIM49D1
UBA52_UBE2W,1,TRIM49D1
UBB_UBE2B,1,TRIM49D1
UBA52_UBE2V1,1,TRIM49D1
UBB_UBE2Z,1,TRIM49D1
UBB_UBE2E1,1,TRIM49D1
UBA52_UBE2C,1,TRIM49D1
BIRC6_RPS27A,1,TRIM49D1
UBB_UBE2A,1,TRIM49D1
UBE2I_UBE2NL,1,TRIM49D1
UBB_UBE2C,1,TRIM49D1
UBE2E3_UBE2I,1,TRIM49D1
RPS27A_UBE2G1,1,TRIM49D1
RPS27A_UBE2I,1,TRIM49D1
UBA52_UBE2I,1,TRIM49D1
UBE2G2_UBE2I,1,TRIM49D1
UBA52_UBE2D1,1,TRIM49D1
UBE2A_UBE2I,1,TRIM49D1
RPS27A_UBE2D4,1,TRIM49D1
UBB_UBE2H,1,TRIM49D1
MAPK1,1,TP53BP2
SRC,1,GAK
PCDH19,1,GABRA1
VPS18,-1,PLK2
MAPK7,1,ETS1
GFI1,-1,SPI1
SYBU,1,STX1A
PKNOX1,1,HOXA1
NOXA1,1,NOX3
HDAC3,-1,YY1
PTK2,1,TRIO
GPR17,1,GNAI3
CSNK2A1,1,OTUD5
CCNB1_CDK1,1,MASTL
RNF11,1,ITCH
ACVR1,1,VPS39
TFG,1,SEC16B
GALR2,1,GNAI3
CALM3,-1,SCN8A
MAPKAPK5,1,DNAJB1
PRKCQ,1,ICAM3
TRIM27,-1,ULK1
MAPKAPK2,1,ALOX5
SKI,-1,EP300
CAMKK2,1,PRKAA2
OXGR1,1,GNAQ
ATXN7_ATXN7L3_ENY2_KAT2A_KAT2B_SGF29_SUPT20H_SUPT3H_SUPT7L_TADA1_TADA2B_TADA3_TAF10_TAF12_TAF1A_TAF2_TAF5L_TAF6L_TAF8_TAF9_TRRAP_USP22,1,H3-7
SRSF3,1,NXF1
CDK1,1,PRPS1
MCHR1,1,GNAI3
ESR1,1,PIK3R2
CSNK2A2,1,NKX3-1
CDC7,1,PSIP1
UBE2G1_UBE2I,1,RBCK1
UBE2I_UBE2W,1,RBCK1
RPS27A_UBE2V1,1,RBCK1
UBE2E2_UBE2I,1,RBCK1
UBA52_UBE2M,1,RBCK1
UBE2I_UBE2Q2,1,RBCK1
UBA52_UBE2L6,1,RBCK1
UBE2I_UBE2J2,1,RBCK1
UBA52_UBE2N,1,RBCK1
UBB_UBE2D1,1,RBCK1
UBA52_UBE2Z,1,RBCK1
RPS27A_UBE2E3,1,RBCK1
UBE2I_UBE2Z,1,RBCK1
UBE2I_UBE2L3,1,RBCK1
UBA52_UBE2B,1,RBCK1
UBA52_UBE2Q1,1,RBCK1
UBE2I_UBE2T,1,RBCK1
BIRC6_UBA52,1,RBCK1
RPS27A_UBE2V2,1,RBCK1
RPS27A_UBE2L3,1,RBCK1
UBA52_UBE2D3,1,RBCK1
UBB_UBE2M,1,RBCK1
UBA52_UBE2V2,1,RBCK1
UBB_UBE2V2,1,RBCK1
RPS27A_UBE2L6,1,RBCK1
UBB_UBE2G1,1,RBCK1
UBA52_UBE2E2,1,RBCK1
UBA52_UBE2U,1,RBCK1
RPS27A_UBE2Q1,1,RBCK1
UBA52_UBE2L3,1,RBCK1
UBB_UBE2R2,1,RBCK1
UBE2D3_UBE2I,1,RBCK1
RPS27A_UBE2D2,1,RBCK1
UBE2B_UBE2I,1,RBCK1
RPS27A_UBE2U,1,RBCK1
UBA52_UBE2A,1,RBCK1
UBA52_UBE2J1,1,RBCK1
UBA52_UBE2J2,1,RBCK1
UBB_UBE2J2,1,RBCK1
UBE2I,1,RBCK1
UBA52_UBE2E3,1,RBCK1
UBB_UBE2NL,1,RBCK1
RPS27A_UBE2D3,1,RBCK1
RPS27A_UBE2S,1,RBCK1
UBB_UBE2J1,1,RBCK1
UBA52_UBE2H,1,RBCK1
UBE2I_UBE2M,1,RBCK1
UBE2I_UBE2U,1,RBCK1
UBE2I_UBE2S,1,RBCK1
UBE2D4_UBE2I,1,RBCK1
UBB_UBE2L3,1,RBCK1
UBB_UBE2W,1,RBCK1
UBB_UBE2U,1,RBCK1
UBA52_UBE2S,1,RBCK1
UBB_UBE2E3,1,RBCK1
RPS27A_UBE2A,1,RBCK1
UBB_UBE2E2,1,RBCK1
UBA52_UBE2R2,1,RBCK1
UBB_UBE2D4,1,RBCK1
RPS27A_UBE2D1,1,RBCK1
UBB_UBE2Q2,1,RBCK1
UBA52_UBE2L5,1,RBCK1
UBE2E1_UBE2I,1,RBCK1
UBA52_UBE2K,1,RBCK1
UBA52_UBE2D2,1,RBCK1
UBB_UBE2D2,1,RBCK1
UBE2I_UBE2L5,1,RBCK1
RPS27A_UBE2L5,1,RBCK1
UBB_UBE2I,1,RBCK1
RPS27A_UBE2M,1,RBCK1
UBE2I_UBE2Q1,1,RBCK1
UBE2I_UBE2N,1,RBCK1
RPS27A_UBE2C,1,RBCK1
UBE2I_UBE2K,1,RBCK1
UBB_UBE2T,1,RBCK1
UBA52_UBE2NL,1,RBCK1
RPS27A_UBE2Z,1,RBCK1
UBE2C_UBE2I,1,RBCK1
UBB_UBE2G2,1,RBCK1
RPS27A_UBE2E2,1,RBCK1
UBB_UBE2L5,1,RBCK1
UBA52_UBE2T,1,RBCK1
RPS27A_UBE2N,1,RBCK1
UBE2I_UBE2V1,1,RBCK1
BIRC6_UBB,1,RBCK1
UBA52_UBE2E1,1,RBCK1
RPS27A_UBE2K,1,RBCK1
RPS27A_UBE2G2,1,RBCK1
UBA52_UBE2D4,1,RBCK1
BIRC6_UBE2I,1,RBCK1
UBE2D2_UBE2I,1,RBCK1
UBE2I_UBE2R2,1,RBCK1
RPS27A_UBE2T,1,RBCK1
UBB_UBE2N,1,RBCK1
UBE2H_UBE2I,1,RBCK1
RPS27A_UBE2J1,1,RBCK1
RPS27A_UBE2J2,1,RBCK1
UBA52_UBE2Q2,1,RBCK1
UBE2I_UBE2L6,1,RBCK1
UBB_UBE2K,1,RBCK1
UBA52_UBE2G2,1,RBCK1
RPS27A_UBE2NL,1,RBCK1
UBE2I_UBE2J1,1,RBCK1
RPS27A_UBE2Q2,1,RBCK1
RPS27A_UBE2W,1,RBCK1
RPS27A_UBE2E1,1,RBCK1
UBB_UBE2Q1,1,RBCK1
UBB_UBE2S,1,RBCK1
RPS27A_UBE2R2,1,RBCK1
UBE2D1_UBE2I,1,RBCK1
UBA52_UBE2G1,1,RBCK1
RPS27A_UBE2H,1,RBCK1
RPS27A_UBE2B,1,RBCK1
UBB_UBE2L6,1,RBCK1
UBE2I_UBE2V2,1,RBCK1
UBB_UBE2D3,1,RBCK1
UBB_UBE2V1,1,RBCK1
UBA52_UBE2W,1,RBCK1
UBB_UBE2B,1,RBCK1
UBA52_UBE2V1,1,RBCK1
UBB_UBE2Z,1,RBCK1
UBB_UBE2E1,1,RBCK1
UBA52_UBE2C,1,RBCK1
BIRC6_RPS27A,1,RBCK1
UBB_UBE2A,1,RBCK1
UBE2I_UBE2NL,1,RBCK1
UBB_UBE2C,1,RBCK1
UBE2E3_UBE2I,1,RBCK1
RPS27A_UBE2G1,1,RBCK1
RPS27A_UBE2I,1,RBCK1
UBA52_UBE2I,1,RBCK1
UBE2G2_UBE2I,1,RBCK1
UBA52_UBE2D1,1,RBCK1
UBE2A_UBE2I,1,RBCK1
RPS27A_UBE2D4,1,RBCK1
UBB_UBE2H,1,RBCK1
NXPH1,1,NRXN3
PPP2CA_PPP2R1A_PPP2R2B,-1,PDPK1
PPP2R5C,1,PPP2CA
PALB2,1,POLH
PLK3,1,BCL2L1
CCND1_CDK4,-1,MEF2D
ACVR2B,1,SMAD2
DEPTOR_EEF1A1_MLST8_MTOR_PRR5_RICTOR,1,SGK1
PRKACA,1,DYNLRB1
CALM1,1,CAMKK1
PRKCI,1,LLGL1
MAPK6,1,NCOA3
GNAS,1,PIK3R1
RBPJ,1,MAML3
CUL1,-1,CTNNB1
PRKD1,1,CTNNB1
AKT2,-1,AKT1S1
RAB7A,-1,NTRK1
UBE2G1_UBE2I,1,WDSUB1
UBE2I_UBE2W,1,WDSUB1
RPS27A_UBE2V1,1,WDSUB1
UBE2E2_UBE2I,1,WDSUB1
UBA52_UBE2M,1,WDSUB1
UBE2I_UBE2Q2,1,WDSUB1
UBA52_UBE2L6,1,WDSUB1
UBE2I_UBE2J2,1,WDSUB1
UBA52_UBE2N,1,WDSUB1
UBB_UBE2D1,1,WDSUB1
UBA52_UBE2Z,1,WDSUB1
RPS27A_UBE2E3,1,WDSUB1
UBE2I_UBE2Z,1,WDSUB1
UBE2I_UBE2L3,1,WDSUB1
UBA52_UBE2B,1,WDSUB1
UBA52_UBE2Q1,1,WDSUB1
UBE2I_UBE2T,1,WDSUB1
BIRC6_UBA52,1,WDSUB1
RPS27A_UBE2V2,1,WDSUB1
RPS27A_UBE2L3,1,WDSUB1
UBA52_UBE2D3,1,WDSUB1
UBB_UBE2M,1,WDSUB1
UBA52_UBE2V2,1,WDSUB1
UBB_UBE2V2,1,WDSUB1
RPS27A_UBE2L6,1,WDSUB1
UBB_UBE2G1,1,WDSUB1
UBA52_UBE2E2,1,WDSUB1
UBA52_UBE2U,1,WDSUB1
RPS27A_UBE2Q1,1,WDSUB1
UBA52_UBE2L3,1,WDSUB1
UBB_UBE2R2,1,WDSUB1
UBE2D3_UBE2I,1,WDSUB1
RPS27A_UBE2D2,1,WDSUB1
UBE2B_UBE2I,1,WDSUB1
RPS27A_UBE2U,1,WDSUB1
UBA52_UBE2A,1,WDSUB1
UBA52_UBE2J1,1,WDSUB1
UBA52_UBE2J2,1,WDSUB1
UBB_UBE2J2,1,WDSUB1
UBE2I,1,WDSUB1
UBA52_UBE2E3,1,WDSUB1
UBB_UBE2NL,1,WDSUB1
RPS27A_UBE2D3,1,WDSUB1
RPS27A_UBE2S,1,WDSUB1
UBB_UBE2J1,1,WDSUB1
UBA52_UBE2H,1,WDSUB1
UBE2I_UBE2M,1,WDSUB1
UBE2I_UBE2U,1,WDSUB1
UBE2I_UBE2S,1,WDSUB1
UBE2D4_UBE2I,1,WDSUB1
UBB_UBE2L3,1,WDSUB1
UBB_UBE2W,1,WDSUB1
UBB_UBE2U,1,WDSUB1
UBA52_UBE2S,1,WDSUB1
UBB_UBE2E3,1,WDSUB1
RPS27A_UBE2A,1,WDSUB1
UBB_UBE2E2,1,WDSUB1
UBA52_UBE2R2,1,WDSUB1
UBB_UBE2D4,1,WDSUB1
RPS27A_UBE2D1,1,WDSUB1
UBB_UBE2Q2,1,WDSUB1
UBA52_UBE2L5,1,WDSUB1
UBE2E1_UBE2I,1,WDSUB1
UBA52_UBE2K,1,WDSUB1
UBA52_UBE2D2,1,WDSUB1
UBB_UBE2D2,1,WDSUB1
UBE2I_UBE2L5,1,WDSUB1
RPS27A_UBE2L5,1,WDSUB1
UBB_UBE2I,1,WDSUB1
RPS27A_UBE2M,1,WDSUB1
UBE2I_UBE2Q1,1,WDSUB1
UBE2I_UBE2N,1,WDSUB1
RPS27A_UBE2C,1,WDSUB1
UBE2I_UBE2K,1,WDSUB1
UBB_UBE2T,1,WDSUB1
UBA52_UBE2NL,1,WDSUB1
RPS27A_UBE2Z,1,WDSUB1
UBE2C_UBE2I,1,WDSUB1
UBB_UBE2G2,1,WDSUB1
RPS27A_UBE2E2,1,WDSUB1
UBB_UBE2L5,1,WDSUB1
UBA52_UBE2T,1,WDSUB1
RPS27A_UBE2N,1,WDSUB1
UBE2I_UBE2V1,1,WDSUB1
BIRC6_UBB,1,WDSUB1
UBA52_UBE2E1,1,WDSUB1
RPS27A_UBE2K,1,WDSUB1
RPS27A_UBE2G2,1,WDSUB1
UBA52_UBE2D4,1,WDSUB1
BIRC6_UBE2I,1,WDSUB1
UBE2D2_UBE2I,1,WDSUB1
UBE2I_UBE2R2,1,WDSUB1
RPS27A_UBE2T,1,WDSUB1
UBB_UBE2N,1,WDSUB1
UBE2H_UBE2I,1,WDSUB1
RPS27A_UBE2J1,1,WDSUB1
RPS27A_UBE2J2,1,WDSUB1
UBA52_UBE2Q2,1,WDSUB1
UBE2I_UBE2L6,1,WDSUB1
UBB_UBE2K,1,WDSUB1
UBA52_UBE2G2,1,WDSUB1
RPS27A_UBE2NL,1,WDSUB1
UBE2I_UBE2J1,1,WDSUB1
RPS27A_UBE2Q2,1,WDSUB1
RPS27A_UBE2W,1,WDSUB1
RPS27A_UBE2E1,1,WDSUB1
UBB_UBE2Q1,1,WDSUB1
UBB_UBE2S,1,WDSUB1
RPS27A_UBE2R2,1,WDSUB1
UBE2D1_UBE2I,1,WDSUB1
UBA52_UBE2G1,1,WDSUB1
RPS27A_UBE2H,1,WDSUB1
RPS27A_UBE2B,1,WDSUB1
UBB_UBE2L6,1,WDSUB1
